@ NAME             %08s "TRACKONE"
@ TYPE             %08s "TRACKONE"
@ XC               %le                   0
@ PXC              %le                   0
@ YC               %le                   0
@ PYC              %le                   0
@ TC               %le                   0
@ PTC              %le                   0
@ EX               %le                   1
@ EY               %le                   1
@ ET               %le               0.001
@ E11              %le                   1
@ E12              %le                   0
@ E13              %le                   0
@ E14              %le                   0
@ E15              %le                   0
@ E16              %le                   0
@ E21              %le                   0
@ E22              %le                   1
@ E23              %le                   0
@ E24              %le                   0
@ E25              %le                   0
@ E26              %le                   0
@ E31              %le                   0
@ E32              %le                   0
@ E33              %le                   1
@ E34              %le                   0
@ E35              %le                   0
@ E36              %le                   0
@ E41              %le                   0
@ E42              %le                   0
@ E43              %le                   0
@ E44              %le                   1
@ E45              %le                   0
@ E46              %le                   0
@ E51              %le                   0
@ E52              %le                   0
@ E53              %le                   0
@ E54              %le                   0
@ E55              %le                   1
@ E56              %le                   0
@ E61              %le                   0
@ E62              %le                   0
@ E63              %le                   0
@ E64              %le                   0
@ E65              %le                   0
@ E66              %le                   1
@ TITLE            %21s "TRASPORTO TRA I SETTI"
@ ORIGIN           %18s "5.06.00 Windows 64"
@ DATE             %08s "22/03/21"
@ TIME             %08s "15.25.33"
*             NUMBER               TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le 
#segment       1       2    5042       0 start                                                                         
                  1                  0         0.02561875      -9.451413e-05      -0.0007572519       0.0006245133                  0      -0.0007440121                  0                  0
                  2                  0         0.02799498      -4.756499e-05        0.006499036      -0.0002884122                  0      -0.0006400222                  0                  0
                  3                  0          0.0251702      -4.466902e-05        0.006551362        0.001600973                  0      -0.0006543552                  0                  0
                  4                  0         0.02737664      -4.027452e-06        0.007971086        0.001939386                  0      -0.0006670176                  0                  0
                  5                  0         0.02575853      -5.896077e-05        0.004508835        0.001749387                  0      -0.0006045867                  0                  0
                  6                  0         0.02625009       1.951672e-05         0.01272298        0.001442984                  0      -0.0006148935                  0                  0
                  7                  0           0.026537       3.183837e-05           0.012914        0.001607317                  0      -0.0006302721                  0                  0
                  8                  0         0.02583616      -2.377579e-05        -0.00713172       -0.001860437                  0      -0.0006680862                  0                  0
                  9                  0         0.02511623       2.262945e-05         0.01202498        0.001823532                  0      -0.0006573666                  0                  0
                 10                  0         0.02624261      -9.745622e-05        0.001233959       -0.001022601                  0      -0.0006206016                  0                  0
                 11                  0          0.0270669       1.372868e-05        -0.01164796       -0.001512394                  0      -0.0006516456                  0                  0
                 12                  0         0.02696169      -5.050981e-05        0.004612753       -0.000343552                  0      -0.0006147813                  0                  0
                 13                  0         0.02501264      -2.930286e-05       -0.005197331       0.0003953744                  0       -0.000609699                  0                  0
                 14                  0         0.02597456      -3.036732e-05       -0.006828184       -0.001608148                  0      -0.0006726612                  0                  0
                 15                  0         0.02529148      -5.766655e-05       -0.005094271       0.0005373718                  0      -0.0005564385                  0                  0
                 16                  0         0.02859326       2.296055e-05        -0.01159296       -0.001467631                  0      -0.0006141753                  0                  0
                 17                  0         0.02640873      -8.338804e-05       -0.001313225       -0.001335488                  0      -0.0006107448                  0                  0
                 18                  0         0.02597284      -6.660864e-05        0.003215263        0.001501397                  0      -0.0005555401                  0                  0
                 19                  0         0.02788074      -7.476416e-05       -0.001970314       0.0006255787                  0      -0.0006033773                  0                  0
                 20                  0         0.02782076      -3.766497e-05       -0.004836538       -0.001544653                  0      -0.0005322331                  0                  0
                 21                  0         0.02802356      -5.705916e-05        0.003472361        0.001004524                  0      -0.0005566716                  0                  0
                 22                  0         0.02663914      -4.846548e-05        0.002087598      -0.0006368083                  0      -0.0005919423                  0                  0
                 23                  0         0.02726431       -5.83124e-05         0.00655995      -0.0002809853                  0        -0.00064102                  0                  0
                 24                  0         0.02879761       -4.85031e-05        0.009753004       0.0001540965                  0      -0.0005123073                  0                  0
                 25                  0         0.02553936      -6.571029e-05      -0.0008441402       0.0006165037                  0      -0.0005846319                  0                  0
                 26                  0         0.02665087      -2.361944e-05       -0.005780311       -0.002050482                  0      -0.0005454271                  0                  0
                 27                  0         0.02715645      -4.613761e-05       -0.003668403       -0.001514072                  0      -0.0005005685                  0                  0
                 28                  0         0.02539268      -9.501674e-05         -0.0029572       0.0009448072                  0      -0.0005591469                  0                  0
                 29                  0         0.02809406       2.200794e-05        -0.01204064       -0.001466361                  0      -0.0006522695                  0                  0
                 30                  0         0.02534265      -4.600088e-05       -0.004954285       -0.001791388                  0      -0.0004938694                  0                  0
                 31                  0         0.02831217       -3.72661e-05        0.001710731      -0.0009467398                  0      -0.0005418974                  0                  0
                 32                  0           0.028181      -4.820758e-05       -0.003898807       0.0004546217                  0       -0.000604379                  0                  0
                 33                  0         0.02562021       4.477605e-05         0.01002531        0.002088878                  0      -0.0004722387                  0                  0
                 34                  0         0.02554413      -1.237851e-06        0.005768651        0.001902878                  0      -0.0005651859                  0                  0
